model_name,asset,horizon,timestamp,predicted_volatility,lower_ci,upper_ci
GARCH,ETH-USD,1152,2026-03-25 05:15:00,0.5344396496882177,,
GARCH,ETH-USD,1152,2026-03-25 05:30:00,0.538753469320781,,
GARCH,ETH-USD,1152,2026-03-25 05:45:00,0.5740886759327363,,
GARCH,ETH-USD,1152,2026-03-25 06:00:00,0.6006651791008121,,
GARCH,ETH-USD,1152,2026-03-25 06:15:00,0.6297146499046931,,
GARCH,ETH-USD,1152,2026-03-25 06:30:00,0.6580658930579949,,
GARCH,ETH-USD,1152,2026-03-25 06:45:00,0.6866142766206472,,
GARCH,ETH-USD,1152,2026-03-25 07:00:00,0.7151069987654703,,
GARCH,ETH-USD,1152,2026-03-25 07:15:00,0.7436154365793689,,
GARCH,ETH-USD,1152,2026-03-25 07:30:00,0.7721194371679124,,
GARCH,ETH-USD,1152,2026-03-25 07:45:00,0.8006246905805487,,
GARCH,ETH-USD,1152,2026-03-25 08:00:00,0.8291295902657806,,
GARCH,ETH-USD,1152,2026-03-25 08:15:00,0.8576345898238338,,
GARCH,ETH-USD,1152,2026-03-25 08:30:00,0.8861395611833919,,
GARCH,ETH-USD,1152,2026-03-25 08:45:00,0.9146445405046268,,
GARCH,ETH-USD,1152,2026-03-25 09:00:00,0.94314951757793,,
GARCH,ETH-USD,1152,2026-03-25 09:15:00,0.9716544952859232,,
GARCH,ETH-USD,1152,2026-03-25 09:30:00,1.0001594728147154,,
GARCH,ETH-USD,1152,2026-03-25 09:45:00,1.0286644503941038,,
GARCH,ETH-USD,1152,2026-03-25 10:00:00,1.0571694279592068,,
GARCH,ETH-USD,1152,2026-03-25 10:15:00,1.0856744055283432,,
GARCH,ETH-USD,1152,2026-03-25 10:30:00,1.114179383096341,,
GARCH,ETH-USD,1152,2026-03-25 10:45:00,1.14268436066466,,
GARCH,ETH-USD,1152,2026-03-25 11:00:00,1.1711893382328884,,
GARCH,ETH-USD,1152,2026-03-25 11:15:00,1.1996943158011424,,
GARCH,ETH-USD,1152,2026-03-25 11:30:00,1.2281992933693893,,
GARCH,ETH-USD,1152,2026-03-25 11:45:00,1.2567042709376381,,
GARCH,ETH-USD,1152,2026-03-25 12:00:00,1.2852092485058861,,
GARCH,ETH-USD,1152,2026-03-25 12:15:00,1.3137142260741348,,
GARCH,ETH-USD,1152,2026-03-25 12:30:00,1.3422192036423832,,
GARCH,ETH-USD,1152,2026-03-25 12:45:00,1.3707241812106317,,
GARCH,ETH-USD,1152,2026-03-25 13:00:00,1.3992291587788799,,
GARCH,ETH-USD,1152,2026-03-25 13:15:00,1.4277341363471283,,
GARCH,ETH-USD,1152,2026-03-25 13:30:00,1.4562391139153767,,
GARCH,ETH-USD,1152,2026-03-25 13:45:00,1.4847440914836252,,
GARCH,ETH-USD,1152,2026-03-25 14:00:00,1.5132490690518736,,
GARCH,ETH-USD,1152,2026-03-25 14:15:00,1.541754046620122,,
GARCH,ETH-USD,1152,2026-03-25 14:30:00,1.5702590241883705,,
GARCH,ETH-USD,1152,2026-03-25 14:45:00,1.598764001756619,,
GARCH,ETH-USD,1152,2026-03-25 15:00:00,1.6272689793248674,,
GARCH,ETH-USD,1152,2026-03-25 15:15:00,1.6557739568931158,,
GARCH,ETH-USD,1152,2026-03-25 15:30:00,1.6842789344613642,,
GARCH,ETH-USD,1152,2026-03-25 15:45:00,1.7127839120296129,,
GARCH,ETH-USD,1152,2026-03-25 16:00:00,1.741288889597861,,
GARCH,ETH-USD,1152,2026-03-25 16:15:00,1.7697938671661095,,
GARCH,ETH-USD,1152,2026-03-25 16:30:00,1.7982988447343582,,
GARCH,ETH-USD,1152,2026-03-25 16:45:00,1.8268038223026066,,
GARCH,ETH-USD,1152,2026-03-25 17:00:00,1.8553087998708553,,
GARCH,ETH-USD,1152,2026-03-25 17:15:00,1.8838137774391037,,
