model_name,asset,horizon,timestamp,predicted_volatility,lower_ci,upper_ci
PSO-QRNN,EURUSD=X,807,2026-03-24 20:15:00,-0.006737187504768372,-1.2161906957626343,1.2701512575149536
PSO-QRNN,EURUSD=X,807,2026-03-24 20:30:00,-0.016351111233234406,-1.0045050382614136,0.8881133794784546
PSO-QRNN,EURUSD=X,807,2026-03-24 20:45:00,-0.02179247885942459,-0.8723565340042114,0.6497341990470886
PSO-QRNN,EURUSD=X,807,2026-03-24 21:00:00,-0.01954425871372223,-0.7737268805503845,0.5315521955490112
PSO-QRNN,EURUSD=X,807,2026-03-24 21:15:00,-0.015594728291034698,-0.6749220490455627,0.47645601630210876
PSO-QRNN,EURUSD=X,807,2026-03-24 21:30:00,-0.0144386887550354,-0.6114882826805115,0.43609556555747986
PSO-QRNN,EURUSD=X,807,2026-03-24 21:45:00,-0.013162218034267426,-0.5880334973335266,0.45058783888816833
PSO-QRNN,EURUSD=X,807,2026-03-24 22:00:00,-0.013415567576885223,-0.5688439607620239,0.4534430205821991
PSO-QRNN,EURUSD=X,807,2026-03-24 22:15:00,-0.01382366567850113,-0.5567893981933594,0.4478062391281128
PSO-QRNN,EURUSD=X,807,2026-03-24 22:30:00,-0.015205755829811096,-0.5440294146537781,0.4434135854244232
PSO-QRNN,EURUSD=X,807,2026-03-24 22:45:00,-0.015335410833358765,-0.5463535785675049,0.4445841610431671
PSO-QRNN,EURUSD=X,807,2026-03-24 23:00:00,-0.015496999025344849,-0.547148585319519,0.444148987531662
PSO-QRNN,EURUSD=X,807,2026-03-24 23:15:00,-0.015554733574390411,-0.5467949509620667,0.4445384442806244
PSO-QRNN,EURUSD=X,807,2026-03-24 23:30:00,-0.01572137326002121,-0.5474914908409119,0.4434860646724701
PSO-QRNN,EURUSD=X,807,2026-03-24 23:45:00,-0.01572629064321518,-0.5475260019302368,0.44347453117370605
PSO-QRNN,EURUSD=X,807,2026-03-25 00:00:00,-0.015729285776615143,-0.5475485920906067,0.4434168040752411
PSO-QRNN,EURUSD=X,807,2026-03-25 00:15:00,-0.015732750296592712,-0.5475479364395142,0.44334277510643005
PSO-QRNN,EURUSD=X,807,2026-03-25 00:30:00,-0.01573396474123001,-0.547516405582428,0.4432860016822815
PSO-QRNN,EURUSD=X,807,2026-03-25 00:45:00,-0.01573648303747177,-0.5474544167518616,0.4432263672351837
PSO-QRNN,EURUSD=X,807,2026-03-25 01:00:00,-0.015738047659397125,-0.5474043488502502,0.44318798184394836
PSO-QRNN,EURUSD=X,807,2026-03-25 01:15:00,-0.01573760062456131,-0.5473765730857849,0.4431811273097992
PSO-QRNN,EURUSD=X,807,2026-03-25 01:30:00,-0.015737950801849365,-0.5473602414131165,0.44318026304244995
PSO-QRNN,EURUSD=X,807,2026-03-25 01:45:00,-0.01573794335126877,-0.5473381876945496,0.44316866993904114
PSO-QRNN,EURUSD=X,807,2026-03-25 02:00:00,-0.01573815941810608,-0.5473321080207825,0.4431650638580322
PSO-QRNN,EURUSD=X,807,2026-03-25 02:15:00,-0.015738599002361298,-0.54732745885849,0.4431629776954651
PSO-QRNN,EURUSD=X,807,2026-03-25 02:30:00,-0.01573854684829712,-0.5473266839981079,0.44316330552101135
PSO-QRNN,EURUSD=X,807,2026-03-25 02:45:00,-0.01573856920003891,-0.5473259091377258,0.44316306710243225
PSO-QRNN,EURUSD=X,807,2026-03-25 03:00:00,-0.015738561749458313,-0.5473263263702393,0.44316330552101135
PSO-QRNN,EURUSD=X,807,2026-03-25 03:15:00,-0.01573861390352249,-0.5473261475563049,0.44316309690475464
